FIPS,County,State,name,name_short,designation
21001,Adair,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21003,Allen,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21005,Anderson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21007,Ballard,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21009,Barren,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21011,Bath,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21013,Bell,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21015,Boone,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21017,Bourbon,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21019,Boyd,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21021,Boyle,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21023,Bracken,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21025,Breathitt,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21027,Breckinridge,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21029,Bullitt,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21031,Butler,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21033,Caldwell,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21035,Calloway,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21037,Campbell,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21039,Carlisle,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21041,Carroll,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21043,Carter,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21045,Casey,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21047,Christian,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21049,Clark,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21051,Clay,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21053,Clinton,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21055,Crittenden,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21057,Cumberland,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21059,Daviess,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21061,Edmonson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21063,Elliott,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21065,Estill,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21067,Fayette,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21069,Fleming,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21071,Floyd,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21073,Franklin,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21075,Fulton,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21077,Gallatin,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21079,Garrard,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21081,Grant,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21083,Graves,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21085,Grayson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21087,Green,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21089,Greenup,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21091,Hancock,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21093,Hardin,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21095,Harlan,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21097,Harrison,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21099,Hart,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21101,Henderson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21103,Henry,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21105,Hickman,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21107,Hopkins,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21109,Jackson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
21111,Jefferson,KY,University of Kentucky Markey Cancer Center,uky,Comprehensive
