State,PUMA_ID
NY,4001
NY,4004
NY,4003
NY,4002
NY,4008
NY,4005
NY,4012
NY,4006
NY,4011
NY,4013
NY,4017
NY,4014
NY,4018
NY,4016
NY,4015
NY,4007
NY,4010
NY,4009
